text	id	sentiment	annotator	annotation_id	created_at	updated_at	lead_time
Aku rasa kita perlukan pakar psikatiari untuk bincangkan isu ni. Ini bukan lagi hal virus dan kesihatan jasmani, ta https://t.co/e3y3c7zzs3	67302	Neutral	27	2790	2022-02-09T17:05:54.500203Z	2022-02-09T17:05:54.500219Z	2.24
Cyber takde	67301	Neutral	27	2789	2022-02-09T17:05:51.823176Z	2022-02-09T17:05:51.823204Z	1.144
Ingatkan nak ke VG Tropicana Gardens, sekali bukak map ada roadblock lak. Terus uturn	67300	Neutral	27	2788	2022-02-09T17:05:50.277741Z	2022-02-09T17:05:50.277753Z	2.454
kembo crash. peye finish last pon boleh dpt point	67299	Neutral	27	2787	2022-02-09T17:05:47.408732Z	2022-02-09T17:05:47.408745Z	6.14
Aku ini terover working out ke? . Sakit gila badan hari ini	67298	Negative	27	2786	2022-02-09T17:05:40.872825Z	2022-02-09T17:05:40.872839Z	2.1
Malaysia ni mmg x reti nk jaga sejarah. Ada menteri pon x leh pakai.	67297	Negative	27	2785	2022-02-09T17:05:38.375990Z	2022-02-09T17:05:38.376004Z	1.474
@moominrn Kopi jahenya enak btw sama yg pandan	67296	Positive	27	2784	2022-02-09T17:05:36.500021Z	2022-02-09T17:05:36.500035Z	2.012
Retwit pulak, tercari Inan (makcik) ni. Beliau jual dagangan MURAH sangat. Tunggu buah Naga pulak soon hehe anyway @keningau_twt @Keningaufm org keningau SUPPORTIVE! https://t.co/s8fgyOyzPA	67295	Positive	27	2783	2022-02-09T17:05:34.099695Z	2022-02-09T17:05:34.099711Z	4.363
@husscy Istirahat ntuh jempol	67294	Neutral	27	2782	2022-02-09T17:05:29.270267Z	2022-02-09T17:05:29.270285Z	2.423
Ade ni beli barang dapur (@ Jaya Grocer in Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur) https://t.co/mugdTY7LGz	67293	Neutral	27	2781	2022-02-09T17:05:26.447407Z	2022-02-09T17:05:26.447422Z	1.938
"Del bukan satu-satunya sekolah unggulan di Sumut. Sebelumnya sudah ada Yayasan Soposurung di Balige, Matauli di Tapanuli Tengah, CT Foundation di Deli Serdang. Semua ini binaan tokoh asal Sumut yg sudah jadi ""orang"" di level nasional, kemudian melakukan sesuatu utk kampungnya."	67292	Negative	27	2780	2022-02-09T17:05:24.113583Z	2022-02-09T17:05:24.113598Z	5.997
Bukan Isapan Jempol, Ini Bukti Gus Dur Melarang Cak Imin Gunakan Foto dan Rekaman Suaranya https://t.co/LyEAHv7TbS	67291	Neutral	27	2779	2022-02-09T17:05:17.689698Z	2022-02-09T17:05:17.689711Z	7.964
Kayak sidang harta gono-gini... https://t.co/9xYDRpLA2k	67290	Neutral	27	2778	2022-02-09T17:05:09.347292Z	2022-02-09T17:05:09.347313Z	3.38
@amadsafir Terima kasih bosku	67289	Positive	27	2777	2022-02-09T17:05:05.543165Z	2022-02-09T17:05:05.543178Z	1.252
@Imjustawabbit @lliamgallagher @suikof @solehsolihun @aparatmati Lah malah adhominem. Lord Rabbit alumnus di jamann https://t.co/2W0veNtD8D	67288	Neutral	27	2776	2022-02-09T17:05:03.443266Z	2022-02-09T17:05:03.443280Z	10.708
Saya dah berumur 26 tahun pun pintu masih tiada tombol ya, anak soleh https://t.co/JLLh8UF3pg	67287	Neutral	27	2775	2022-02-09T17:04:52.300997Z	2022-02-09T17:04:52.301012Z	2.733
Ada rindu dengan sidikalang,bercampur susu dan juga es batu.	67286	Neutral	27	2774	2022-02-09T17:04:49.106418Z	2022-02-09T17:04:49.106430Z	4.587
@LinaKlasik @dyradyre i was thinking the same. sebab area rumah ni takde dentist. i have to go putrajaya/bangi/cybe https://t.co/h57jmMIDIF	67285	Neutral	27	2773	2022-02-09T17:04:44.099472Z	2022-02-09T17:04:44.099489Z	2.393
5 Buah Kampung Dalam DUN Bakelalan Terima Bekalan Makanan Sarawakku Sayang LAWAS: Sebanyak lima buah kampung dalam Dewan Undangan Negeri (DUN) Bakelalan menerima bantuan Bekalan Makanan Sarawakku Sayang pada Isnin. Berita Penuh di https://t.co/5uhhczi44m https://t.co/9c7GxiG3va	67284	Neutral	27	2772	2022-02-09T17:04:41.298779Z	2022-02-09T17:04:41.298792Z	1.874
Puncak Terubong https://t.co/Jr64nLEV16	67283	Neutral	27	2771	2022-02-09T17:04:39.026271Z	2022-02-09T17:04:39.026283Z	1.415
Inilah pimpinan sebenarnya	67281	Neutral	27	2769	2022-02-09T17:04:34.597440Z	2022-02-09T17:04:34.597454Z	1.478
Nasib sik byk pkei duit	67280	Neutral	27	2768	2022-02-09T17:04:32.706913Z	2022-02-09T17:04:32.706926Z	5.477
Jom harini kita tengok info mengenai Kaedah Tabur Terus Air. . Sebenarnya terdapat pelbagai kaedah yang digunakan &amp; https://t.co/jJutcqXxIB	67279	Neutral	27	2767	2022-02-09T17:04:26.768428Z	2022-02-09T17:04:26.768441Z	4.358
Kucing Hilang Lokasi : Jalan Kelab Ukay 6, Taman Kelab Ukay ,Ulu Klang,Kuala Lumpur #tipsmencarikucinghilang https://t.co/hURno3GoM0	67278	Neutral	27	2766	2022-02-09T17:04:21.916426Z	2022-02-09T17:04:21.916439Z	1.316
@Radevengers First time jumpa budu masa kat Merbok dulu, ada ragging dalam air tu pastu diorang curah budu. I liter https://t.co/JV7T3KJ1PA	67277	Negative	27	2765	2022-02-09T17:04:20.187860Z	2022-02-09T17:04:20.187872Z	36.828
@AsyikiNikiysa Wahhh tahniah atas pembelian rumah	67275	Positive	27	2763	2022-02-09T17:03:35.193571Z	2022-02-09T17:03:35.193586Z	1.346
@FM7Crypto @floydbsc1 salamat https://t.co/J9363U5PVF	67274	Neutral	27	2762	2022-02-09T17:03:33.457805Z	2022-02-09T17:03:33.457820Z	1.835
Apps ni mabuk ke? My mom punya vaccine appointment hri tu ckp 9hb. Pastu tiba2 update 17hb pulak. Dah sampai pusat https://t.co/vXYm8LzaVe	67273	Negative	27	2761	2022-02-09T17:03:31.251080Z	2022-02-09T17:03:31.251092Z	1.373
NGO &amp; aktivis bersungguh la turun padang pergi cerok hulu buat csr, create awareness dgn petition bagai. Patut crea https://t.co/Z8Gf2MteFa	67272	Positive	27	2760	2022-02-09T17:03:29.479868Z	2022-02-09T17:03:29.479883Z	3.245
@fahmiekhamis @sharifah_zain iya benar. Team Penawar memang awesome.	67271	Positive	27	2759	2022-02-09T17:03:25.834363Z	2022-02-09T17:03:25.834375Z	1.7
Jahatnya aku kena tapi @syahmiminaj tak kena HAAHAHAHHAAHHAAH	67270	Neutral	27	2758	2022-02-09T17:03:23.748731Z	2022-02-09T17:03:23.748743Z	2.677
@convomf kalo udah batu susah nder, nanti juga sadar sendiri kalo dia minor, jangan suudzon dulu juga, sapa tau mer https://t.co/YluwoPcSlC	67269	Negative	27	2757	2022-02-09T17:03:20.661986Z	2022-02-09T17:03:20.661999Z	5.965
@jimbologos Tak balik dah. Stuck kat Perlis. Hahaha	67268	Neutral	27	2756	2022-02-09T17:03:14.298321Z	2022-02-09T17:03:14.298334Z	2.669
WTB | WHAT TO BUY TAEIL BATU AKIK ( FIRE TRUCK ) dm aku yaa chagi kali aja ada yg mau jual taeilnya ini bener https://t.co/el2UKgB3j4	67267	Neutral	27	2755	2022-02-09T17:03:11.196238Z	2022-02-09T17:03:11.196246Z	4.609
Adun Skudai gesa pengamal media divaksin segera JOHOR BAHRU, 8 JUN: Adun Skudai, Tan Hong Pin memohon agar proses pemberian vaksin dipercepatkan kepada pengamal media. Hong Pin dalam satu kenyataan semalam berkata, pengamal media juga merupakan.. https://t.co/DDiH9yTsPa https://t.co/B6fjDRm1pg	67266	Neutral	27	2754	2022-02-09T17:03:06.202001Z	2022-02-09T17:03:06.202016Z	2.945
Done hehe https://t.co/R3Od2GbCJU	67265	Neutral	27	2753	2022-02-09T17:03:02.853998Z	2022-02-09T17:03:02.854012Z	2.778
Jangan terprovokasi isu pembatalan Haji https://t.co/OYJPKIOHVf	67264	Negative	27	2752	2022-02-09T17:02:59.674486Z	2022-02-09T17:02:59.674498Z	2.758
@gnh_soobin #. Apa salah Miri.	67263	Negative	27	2751	2022-02-09T17:02:56.495076Z	2022-02-09T17:02:56.495092Z	1.75
@nazmihalim_ Ahaaaa mcm yg diterangkan gitu laa	67262	Positive	27	2750	2022-02-09T17:02:54.355750Z	2022-02-09T17:02:54.355763Z	1.318
@cacaazkya Aku sukanya buko pandan durian :)	67261	Positive	27	2749	2022-02-09T17:02:52.629209Z	2022-02-09T17:02:52.629222Z	3.232
Pukul Korban Pakai Batu Hingga Tewas Usai Minum Toak, Pria ini diamankan Polres Tuban https://t.co/pdxm3BJ5Hd	67259	Neutral	27	2747	2022-02-09T17:02:37.684940Z	2022-02-09T17:02:37.684952Z	1.973
@jounqho olaa jong~! satu agency padahal ih. maaf ya jarang interaksi huhu ayo lebih banyak ngobrol sama aku, dobrak aja dmku kalo ada apa - apa, okay? jangan tidur larut ya https://t.co/neilahy4kH	67258	Neutral	27	2746	2022-02-09T17:02:35.306947Z	2022-02-09T17:02:35.306961Z	5.444
Abang ipar bagitau mostly tempat hiking area Sandakan nda berapa okay sudah sebab lama terbiar. Haritu ada orang histeria kunuk	67257	Negative	27	2745	2022-02-09T17:02:29.459206Z	2022-02-09T17:02:29.459220Z	3.053
Selain PPV AstraZeneca (PPVAZ) di BCCK Kuching, PPVAZ di IKBN Miri juga bermula hari ini bagi negeri Sarawak. Turut hadir adalah YAB Ketua Menteri Sarawak. https://t.co/zOVfD6HtlB	67256	Neutral	27	2744	2022-02-09T17:02:26.031256Z	2022-02-09T17:02:26.031269Z	4.336
Alhamdulillah we can do it.	67255	Positive	27	2743	2022-02-09T17:02:21.307098Z	2022-02-09T17:02:21.307113Z	1.352
Baru saja mengirim foto @ Borneo https://t.co/ZoM30kv3W3	67254	Neutral	27	2742	2022-02-09T17:02:19.572066Z	2022-02-09T17:02:19.572079Z	1.478
Antiran salah satu mcd dibogor hari ini #BTSMeal https://t.co/k5tLn0p0oh	67253	Neutral	27	2741	2022-02-09T17:02:17.632938Z	2022-02-09T17:02:17.632953Z	4.432
memandangkan semalam pulau2 kat terengganu lalu kat tl, so habis covid marilah bercuti ke terengganu	67252	Neutral	27	2740	2022-02-09T17:02:12.775426Z	2022-02-09T17:02:12.775439Z	2.772
Pop Smoke in Uniform Wapi makofi https://t.co/LJaGCaarFh	67251	Neutral	27	2739	2022-02-09T17:02:09.605731Z	2022-02-09T17:02:09.605745Z	1.153
@bumilangit Gunakanlah logo PH yg sudah disahkan. PRU14 dulu cerita lepas &amp; terpaksa guna logo PKR. DAP pun mesti g https://t.co/YCRxtBY9HA	67250	Neutral	27	2738	2022-02-09T17:02:08.057718Z	2022-02-09T17:02:08.057732Z	3.319
Malaysia ni. Kalau tempat tu ada sumber kewangan. Cakap lah tapak warisan ke diiktiraf unesco ke sama je tak jalan. https://t.co/JnOtmVI2nQ	67249	Negative	27	2737	2022-02-09T17:02:04.314543Z	2022-02-09T17:02:04.314558Z	1.587
Utara, Melaka dengan Negeri Sembilan	67248	Neutral	27	2736	2022-02-09T17:02:02.334350Z	2022-02-09T17:02:02.334362Z	1.156
Apa benda ni lahanat @Soluzine Lain macam claim	67247	Negative	27	2735	2022-02-09T17:02:00.789483Z	2022-02-09T17:02:00.789496Z	1.258
Nak pahang batalkan? Wkwkwk harapan la. Sikit haribulan satu pahang tu kena banjir	67246	Negative	27	2734	2022-02-09T17:01:59.152244Z	2022-02-09T17:01:59.152256Z	1.911
Alam sekitar musnah akibat nafsu serakah manusia, penjilat kemodenan dan wang. Fakir miskin masih ramai, tiada mereka peduli. Kepentingan diri, mereka sematkan di carta tertinggi. Celakalah kalian bersama kemodenan yang kalian kejar. Celakalah!	67245	Negative	27	2733	2022-02-09T17:01:56.862555Z	2022-02-09T17:01:56.862567Z	1.149
Ketika es batu dikasih nyawa https://t.co/fLx9aQ6QuS	67244	Neutral	27	2732	2022-02-09T17:01:55.316522Z	2022-02-09T17:01:55.316537Z	3.933
@ati3y Ehh takdee.. Kalau salah mmg kena marah jugak.	67243	Negative	27	2731	2022-02-09T17:01:50.953272Z	2022-02-09T17:01:50.953285Z	1.979
Mulia lagi jadi pipit kerja jalan dari jadi helang kuat gebang. https://t.co/Tv7NT9ElFs	67242	Negative	27	2730	2022-02-09T17:01:48.569324Z	2022-02-09T17:01:48.569337Z	4.526
4. TOKYO TOWER kalau main ke jepang, jangan lupa mampir ke tokyo tower! menara setinggi 332.5 meter ini menjulang https://t.co/IEbsPmL5NW	67241	Positive	27	2729	2022-02-09T17:01:43.613549Z	2022-02-09T17:01:43.613563Z	5.437
Menu baru kt kedai sis. RM30/set Mashed potato Chicken wrap Cheezy wedges Coleslaw Fries Tempura chicken nudget Chicken crispy Sosej Kalau dah boleh berjalan mersing singgah lah kedai sis https://t.co/Bsj8QjLxEZ	67240	Neutral	27	2728	2022-02-09T17:01:37.777211Z	2022-02-09T17:01:37.777226Z	1.59
Belum gik harga buah kristali beli sebangkup RM5 jak &amp; dapat free juak dari sidak penjaja! Bro, we can find this ionly in Sarawak @Edwinwkf @AbrahamRoseNor @AhmirHamzah @nedmohd @rahah_ghazali @muniekahar @drmuizmurad @keemanxp @borneoOG @supadronerz @draylanceter @el_6sixty6 https://t.co/BQp5zbN5ti	67239	Positive	27	2727	2022-02-09T17:01:35.769488Z	2022-02-09T17:01:35.769503Z	7.494
ya tuhan kesiannya. Kita duduk best2, ada orang tua terpaksa duduk dalam keadaan tak selesa	67238	Negative	27	2726	2022-02-09T17:01:27.880083Z	2022-02-09T17:01:27.880098Z	1.232
Pemain Asing Keempat Akan Datang Pekan Depan @taiseimarukawa https://t.co/0V9N13XOmc	67237	Neutral	27	2725	2022-02-09T17:01:26.249692Z	2022-02-09T17:01:26.249705Z	1.653
INFO LALUAN, PENUTUPAN JALAN DAN KEMUDAHAN YANG DISEDIAKAN SEMPENA PROGRAM PEMBERIAN SUNTIKAN VAKSIN AWAM DI PERSADA JOHOR BERMULA PADA 07 JUN 2021 HINGGA 27 JULAI 2021 Info penuh: https://t.co/dND938KXF8 __Bahagian Siasatan Dan Penguatkuasaan Trafik IPD Johor Bahru Selatan	67236	Neutral	27	2724	2022-02-09T17:01:24.184690Z	2022-02-09T17:01:24.184702Z	1.518
Hi! I ada jual Zarzou, Alluskin and Mimpimika! Free postage on shopee cod area Shah Alam , Seri Kembangan, Penang Mainland Anyone yang nak beli boleh dm or click link dekat bawah ni! https://t.co/IHqTSsfech https://t.co/CxfMAFKITV	67235	Positive	27	2723	2022-02-09T17:01:22.039731Z	2022-02-09T17:01:22.039744Z	3.612
@hasnazatyy hahaha..tp tgn tak berenti sat la dah kelai..ada yg menyebai pon ada	67234	Negative	27	2722	2022-02-09T17:01:18.032772Z	2022-02-09T17:01:18.032784Z	2.582
Bahaya data bocor.ramai kianat	67233	Negative	27	2721	2022-02-09T17:01:15.078607Z	2022-02-09T17:01:15.078620Z	2.372
Nothing permanent bro. Lek lek sudah	67232	Positive	27	2720	2022-02-09T17:01:12.283034Z	2022-02-09T17:01:12.283049Z	284.624
@snilaniiii Aah. Memang akan terkubur agaknya loghat ni aku rasa	67231	Neutral	27	2719	2022-02-09T16:56:27.145288Z	2022-02-09T16:56:27.145302Z	2.731
@beliarasional @KepalaB06040185 @Yati08205351 @SyedSaddiq Nampak sgt penipu..aku org muar aku tau la..masa jadi men https://t.co/3ixEptgiUv	67230	Negative	27	2718	2022-02-09T16:56:23.958867Z	2022-02-09T16:56:23.958883Z	1.588
Tak habis lagi	67229	Neutral	27	2717	2022-02-09T16:56:21.896877Z	2022-02-09T16:56:21.896889Z	1.52
Apa beza tambak dengan gondol hutan ?	67228	Negative	27	2716	2022-02-09T16:56:19.984336Z	2022-02-09T16:56:19.984349Z	2.013
Scammer: hello puan, sy dr LHDN. Puan ada tunggakan cukai.... Me: Sejak bila surirumah kena bayar cukai?? Nak baya https://t.co/ykhnQjHsPJ	67227	Negative	27	2715	2022-02-09T16:56:17.533982Z	2022-02-09T16:56:17.533995Z	1.953
tiba teringat perut masak lemak. omaigoddddd	67226	Negative	27	2714	2022-02-09T16:56:15.110575Z	2022-02-09T16:56:15.110589Z	2.541
@athrhzbr tu kupang. lokan ni lain. fav jep ni	67225	Neutral	27	2713	2022-02-09T16:56:12.142402Z	2022-02-09T16:56:12.142416Z	1054.389
Kadang kita larut dalam emosi itu, artinya kita punya anggapan bahwa emosi dan self adalah sama. Tapi nyatanya tid https://t.co/UM9IjnCMqu	67224	Neutral	27	2712	2022-02-09T16:38:36.498216Z	2022-02-09T16:38:36.498229Z	5.627
ini keren	67223	Negative	27	2711	2022-02-09T16:38:30.449685Z	2022-02-09T16:38:30.449699Z	1.748
@redzuanNewsMPB Me dh pening SOP tuko byk kali Korang dh kenapa ek??	67222	Negative	27	2710	2022-02-09T16:38:28.286790Z	2022-02-09T16:38:28.286802Z	1.753
@hyeyoln masuuk ni kak rame jb juga https://t.co/nPEEHls5vM	67221	Neutral	27	2709	2022-02-09T16:38:26.069097Z	2022-02-09T16:38:26.069112Z	3232.153
@kayinnnk mau rin, kirim aja cantii	67220	Positive	27	2708	2022-02-09T15:44:33.087829Z	2022-02-09T15:44:33.087842Z	5.214
Ada any NGO yang buat crowdfunding untuk menteri tak? Kesian gaji kena potong kena makan maggi	67219	Negative	27	2707	2022-02-09T15:44:27.469804Z	2022-02-09T15:44:27.469816Z	7.698
Kalau ada yang kata Saddiq ni populist, mungkin ada benarnya. Lihat sisi positif, hampir semua penduduk Muar kenal Saddiq dan tahu macam mana nak hubunginya. Ahli parlimen kawasan anda? Bila kali terakhir anda lihat? https://t.co/9asKx7QXni	67218	Positive	27	2706	2022-02-09T15:44:19.343604Z	2022-02-09T15:44:19.343616Z	43528.999
KLUSTER PALING RAMAI ! POSITIVE Seramai 70 orang, 2 bas, 2 hospital. Di Masjid Sg.Gau Temerloh Pahang. RT tanda korang risau dengan Malaysia hari ini. https://t.co/cFqR3SBGLr	67217	Neutral	27	2705	2022-02-09T03:38:49.169358Z	2022-02-09T03:38:49.169374Z	3.642
Sembuh juga perlu waktu,sabar sedikit,hatimu bukan batu.	67216	Positive	27	2704	2022-02-09T03:38:45.146629Z	2022-02-09T03:38:45.146641Z	2.747
Wtf China nak tuntut kawasan yg jauh lebih 2000km drpd dorg sebagai Wilayah dorg?? Ko jgn main2 china~ ni kawasan S https://t.co/nnREnpLVTc	67215	Negative	27	2703	2022-02-09T03:38:42.014962Z	2022-02-09T03:38:42.014977Z	3.039
@SolusiBapak Kalimantan Timur	67214	Neutral	27	2702	2022-02-09T03:38:38.607392Z	2022-02-09T03:38:38.607406Z	1.052
@_euuhhh @collegemenfess Kan ownernya 2 gimana sik	67213	Negative	27	2701	2022-02-09T03:38:37.157016Z	2022-02-09T03:38:37.157032Z	5.883
Sedap er udang goreng celup tepung	67212	Positive	27	2700	2022-02-09T03:38:30.868896Z	2022-02-09T03:38:30.868910Z	1.713
@nazurahfauzi_ Ni bukan logik, ni bodoh namanya	67211	Negative	27	2699	2022-02-09T03:38:28.747708Z	2022-02-09T03:38:28.747722Z	1.643
so today , aku dan abah membuat keputusan masak nasi butter dan ayam goreng	67210	Neutral	27	2698	2022-02-09T03:38:26.728504Z	2022-02-09T03:38:26.728518Z	2.012
Pengerusi Pakatan Harapan (PH) Melaka, Adly Zahari menggesa pihak berkuasa menjalankan siasatan berhubung kaedah pe https://t.co/nlc1F7j5tg	67209	Positive	27	2697	2022-02-09T03:38:24.317266Z	2022-02-09T03:38:24.317279Z	3.714
Kerja-kerja untuk mengepam air keluar dari feri akan dilakukan ketika air surut sebelum kerja membaiki kawasan yang https://t.co/yg2zYghFHQ	67208	Neutral	27	2696	2022-02-09T03:38:20.199736Z	2022-02-09T03:38:20.199751Z	9.926
Obrolan kami berlanjut hingga larut. Perihal siapa lelaki yang di serang Kang Hasbi kami tidak ada yang kenal dan t https://t.co/nMebPcpASF	67207	Neutral	27	2695	2022-02-09T03:38:09.882025Z	2022-02-09T03:38:09.882039Z	9.444
Di mana tuan tuan???	67206	Neutral	27	2694	2022-02-09T03:38:00.051888Z	2022-02-09T03:38:00.051905Z	7.704
yoww rindu lepak balik pukul 5 pagi https://t.co/15EtLimpRw	67205	Neutral	27	2693	2022-02-09T03:37:51.935848Z	2022-02-09T03:37:51.935864Z	3.285
@born2_ride_rbl @ReezwanMohd @iwanqais Aik?? Dah kerajaan negeri yng decided tapi federal yang salah? Benak sangat otak kau ni	67204	Negative	27	2692	2022-02-09T03:37:48.253419Z	2022-02-09T03:37:48.253433Z	2.18
nak order mcflurry, ice blended milo and sundae chocolate cup.......tp deljvery takboleh sampai jln kebun tetiba heartbroken	67203	Negative	27	2691	2022-02-09T03:37:45.686669Z	2022-02-09T03:37:45.686682Z	3.239
Udah yob maghi berkoje.	67202	Neutral	27	2690	2022-02-09T03:37:42.047980Z	2022-02-09T03:37:42.047993Z	3.768
Scroll gallery, nampak gambar lama masa rajin ambil order. Bolehlah jap lagi buat. Barang2 pon ada tu. Lagipun hari https://t.co/d7d0jNtMCr	67201	Neutral	27	2689	2022-02-09T03:37:37.896518Z	2022-02-09T03:37:37.896530Z	2.941
Jadi ini reaksi saya kali pertama makan taco bell. Sorry terguna tangan kiri https://t.co/mI9jjZUXWC	67200	Neutral	27	2688	2022-02-09T03:37:34.570633Z	2022-02-09T03:37:34.570649Z	3.414
Huhu haritu aku ada apply kerja utk offshore,seminggu jugak la,aku ingat kan takde rezeki,tapi tadi orang sana call https://t.co/peWm7Iym9l	67199	Negative	27	2687	2022-02-09T03:37:30.741584Z	2022-02-09T03:37:30.741603Z	3.538
@adifitri33 Hi Saya ada jual nasi arab Promo harini beli 3 pax FOC 1 pax &amp; dapat FOC 3 side dish lagi Cov https://t.co/EdLQ6buRdl	67198	Neutral	27	2686	2022-02-09T03:37:26.819890Z	2022-02-09T03:37:26.819904Z	2.0
Masalahnya kalau share ayaq dengan dia tu, dia mmg tutup ketat mcm takmau bagi aku minum, sampai nak bukak penutup https://t.co/cB163rVSF4	67197	Negative	27	2685	2022-02-09T03:37:24.417920Z	2022-02-09T03:37:24.417935Z	2.861
Afro, Aliff Haiqal, Mukhairi. Malaysia kuat bila Selangor power	67196	Positive	27	2684	2022-02-09T03:37:21.169401Z	2022-02-09T03:37:21.169417Z	2.768
@Dennysiregar7 @ganjarpranowo Tinggal nambah es batu Dijamin segerrrr ger	67195	Neutral	27	2683	2022-02-09T03:37:17.976494Z	2022-02-09T03:37:17.976509Z	3.756
haih apa dia la teringat cerita lama tetiba	67194	Negative	27	2682	2022-02-09T03:37:13.834340Z	2022-02-09T03:37:13.834354Z	1.996
@shafiqbazli @arifxputera Terima kasih rep sebab retweet kenyataan dari OG pakcik Kelantan	67192	Positive	27	2680	2022-02-09T03:37:03.402531Z	2022-02-09T03:37:03.402544Z	1.603
@watashi_NoUso kalau kat selangor boleh la saya buatkan	67191	Neutral	27	2679	2022-02-09T03:37:01.413297Z	2022-02-09T03:37:01.413309Z	1.632
Bary taw. Selama ni tmpt aku buang duit syiling je kau beli mcD. Nowadays beli self service mmg ku genapkan sbb xna https://t.co/elmHCuuvcf	67190	Neutral	27	2678	2022-02-09T03:36:59.360156Z	2022-02-09T03:36:59.360171Z	11.432
@JapenKelantan terus menyampaikan maklumat berkaitan vaksin, PKP, pematuhan SOP kpd semua masyarakat walau di mana sahaja anda berada. Info On Wheels 8/6/2021 Parlimen : Kuala Krai Dun : Guchil/Mengkebang Hebahan / Pemantauan #bergheh https://t.co/UTm71AXF05	67189	Positive	27	2677	2022-02-09T03:36:47.543357Z	2022-02-09T03:36:47.543370Z	100.904
Ternyata, Kedah sudah mulakan proses untuk mengambil semula Pulau Pinang bermula dengan Juru.	67188	Neutral	27	2676	2022-02-09T03:35:06.201455Z	2022-02-09T03:35:06.201469Z	2.64
SALAM SEJAHTERA DAN SALAM KEMESRAAN, PPWN Negeri Sembilan dengan sukacitanya ingin menjemput anda semua untuk bers https://t.co/irdU8loY1j	67187	Positive	27	2675	2022-02-09T03:35:03.166527Z	2022-02-09T03:35:03.166539Z	2.867
Embah lanang dia la	67186	Neutral	27	2674	2022-02-09T03:34:59.906620Z	2022-02-09T03:34:59.906633Z	4.314
IOW PKPD 2021 /VAKSIN COVID/ PEMBUDAYAAN NORMA BAHARU PEJABAT PENERANGAN DAERAH KUALA TERENGGANU Parlimen: P. 036 Kuala Terengganu DUN. : N. 13 Wakaf Mempelam Tarikh : 05.06.2021 (Sabtu) Masa : 9.00 pg- 12.00 Tengahari #MalaysiaPrihatin #japentrg #kitaAkanmenang #Covid19 https://t.co/fBqqaTHZHY	67185	Neutral	27	2673	2022-02-09T03:34:55.212947Z	2022-02-09T03:34:55.212960Z	3.233
@keteknyawonpil tinggal tambah santan gula merah sama es batu	67184	Neutral	27	2672	2022-02-09T03:34:51.588876Z	2022-02-09T03:34:51.588889Z	2.189
@JKJAVMY Bila lah turn saya pulak? Hari-hari dah check. Orang yang ada appointment tak datang. Orang yang tak ada a https://t.co/6zUTRmvAFq	67183	Negative	27	2671	2022-02-09T03:34:48.988456Z	2022-02-09T03:34:48.988468Z	2.0
#NP - Zona Nyaman	67182	Neutral	27	2670	2022-02-09T03:34:46.586675Z	2022-02-09T03:34:46.586690Z	79.602
Hospital Umum Miri, Sarawak https://t.co/kDVA7t58b7	67181	Neutral	27	2669	2022-02-09T03:33:26.237928Z	2022-02-09T03:33:26.237942Z	1.175
Apa khabar dirimu?	67180	Neutral	27	2668	2022-02-09T03:33:24.682902Z	2022-02-09T03:33:24.682917Z	1.619
Aku rasa kita perlukan pakar psikatiari untuk bincangkan isu ni. Ini bukan lagi hal virus dan kesihatan jasmani, tapi tentang keadaan mental, bangga diri dan ego takmau mengaku salah.	67179	Positive	27	2667	2022-02-09T03:33:22.661789Z	2022-02-09T03:33:22.661805Z	3.424
Nak beli takleh rentas kawasan. So buat sendiri lahhhh.... https://t.co/QcnRzJqI2p	67178	Negative	27	2666	2022-02-09T03:33:18.796254Z	2022-02-09T03:33:18.796269Z	31665.407
Dari zaman BN, ke PH sampai lah sekarang, negeri sembilan sentiasa di bawah pimpinan kurang kontroversi	67177	Negative	27	2665	2022-02-08T18:45:32.677636Z	2022-02-08T18:45:32.677650Z	1.833
Wah mcm nk pegi jumpa @me07a	67176	Positive	27	2664	2022-02-08T18:45:30.439553Z	2022-02-08T18:45:30.439568Z	2.295
Sehingga 4 Jun 2021: Jumlah kes COVID-19 yang dilaporkan adalah 7,748 kes (603,122 kes) Pecahan setiap negeri (Kumulatif): Selangor - 2,612 (197,459) Sabah - 287 (63,306) WPKL - 851 (61,824) Johor - 446 (60,566) Sarawak - 706 (49,920) Pulau Pinang - 376 (30,112) https://t.co/IE99KnxSlo	67175	Neutral	27	2663	2022-02-08T18:45:27.742488Z	2022-02-08T18:45:27.742507Z	3.473
@collegemenfess Jam kerja. jangan ngechat larut malem apalagi kalo buat kepentingan mendadak	67174	Negative	27	2662	2022-02-08T18:45:23.880047Z	2022-02-08T18:45:23.880059Z	205.529
Dan aku share 1 post kat fb. Aku tegaskan kalau jodoh lambat sikit maksudnya Allah bagi rezeki berbakti dengan pare https://t.co/D0QpXhzy0j	67173	Positive	27	2661	2022-02-08T18:41:57.907087Z	2022-02-08T18:41:57.907100Z	3.712
Noh dibaca baik biar gak gampang terprovokasi. Dana Haji Aman #StopHoaxDanaHaji	67172	Negative	27	2660	2022-02-08T18:41:53.794003Z	2022-02-08T18:41:53.794022Z	3.897
@bella_mahadi SAYA SETUJU	67171	Positive	27	2659	2022-02-08T18:41:49.506562Z	2022-02-08T18:41:49.506582Z	2.392
